country,country_id,user_install_id,client,year,month,day
RU,23,1ec78a0d-c9c1-4f22-acd5-494d9a06209d,fruit_battle,2021,12,2
RU,23,e58579ff-5c01-469b-b701-0d96ca5eaca2,fruit_battle,2021,12,2
RU,23,a2892289-4c37-438a-aff5-aabbee1bad9e,fruit_battle,2021,12,2
RU,23,5bc73929-db0f-43e1-8dc4-6d749eb87e75,fruit_battle,2021,12,2
US,29,fa153a44-c8af-4d71-a932-07e64eea72b7,fruit_battle,2021,12,2
RU,23,11c8277b-99be-46e5-acf1-4923676352d8,fruit_battle,2021,12,2
GB,10,b2e8c628-bb03-45e2-a4df-04abf4c2683b,fruit_battle,2021,12,2
BR,4,29314523-5fd4-48c0-948b-ab62c21b4e35,fruit_battle,2021,12,2
BR,4,fa78a385-43d5-47f0-8e29-a0c9ef27ebae,fruit_battle,2021,12,2
RU,23,5d92fcd2-ac2f-47fd-8c29-b8a991e5ed80,fruit_battle,2021,12,2
RU,23,dd8e9953-5d22-4492-b8ab-bf326279d99b,fruit_battle,2021,12,2
RU,23,d437fd09-ac1d-4403-9e54-27ab2bc5e8a0,fruit_battle,2021,12,2
BR,4,d5f10d2e-b7d9-4776-8f25-2755a537d582,fruit_battle,2021,12,2
DE,7,5a42a16e-9d95-4ae8-8843-9f6d2e502525,fruit_battle,2021,12,2
RU,23,bdd9a43c-f94a-4060-b920-dd74d95a54ca,fruit_battle,2021,12,2
BR,4,dd5e2d3c-cb72-4724-ab1c-f91d4ea13161,fruit_battle,2021,12,2
DE,7,79f5566a-900d-4872-ab6e-3876df5cff5f,fruit_battle,2021,12,2
BR,4,6702d149-a429-4f80-91a3-2da351d5df33,fruit_battle,2021,12,2
BR,4,b0792c84-46d3-4725-962a-6c86e036a183,fruit_battle,2021,12,2
RU,23,463aa322-de63-496a-a8e5-f5d55007b9ab,fruit_battle,2021,12,2
DE,7,aeb15b71-b5a8-4522-9e1f-e91b521de267,fruit_battle,2021,12,2
RU,23,c0e4926b-d372-41ae-8f1c-ccb8ea03a005,fruit_battle,2021,12,2
US,29,4d81a2e7-2706-4bb2-8e65-032ce2b749b5,fruit_battle,2021,12,2
BR,4,4f606d41-6281-4900-a369-74058bb6aaa7,fruit_battle,2021,12,2
RU,23,fec673ad-fd29-4a0c-9b70-bf97987d50bf,fruit_battle,2021,12,2
BR,4,60499c7a-2ca9-4dd6-92c9-7c3d13835535,fruit_battle,2021,12,2
RU,23,48fd4163-f4b3-431b-81e6-0087034ebcb1,fruit_battle,2021,12,2
BR,4,3697f504-e9a5-4589-bcf7-4292ac821fec,fruit_battle,2021,12,2
BR,4,7a60cc2d-78c2-4b60-a158-e92c86fd495a,fruit_battle,2021,12,2
DE,7,1c181b31-8f0a-4bfc-935e-87c0d4053d65,fruit_battle,2021,12,2
RU,23,5b05d0b6-cbc1-44e1-bb82-98609e934ea9,fruit_battle,2021,12,2
RU,23,4d8b4194-6285-431c-bd54-5a69aca8f77d,fruit_battle,2021,12,2
RU,23,8ee8e396-8804-4145-a38c-d3052d178f70,fruit_battle,2021,12,2
DE,7,60e4288c-2227-4df8-a73c-6f1607bb2438,fruit_battle,2021,12,2
RU,23,d28c36c1-65a4-41ca-ab19-c54d0a2067e1,fruit_battle,2021,12,2
FR,9,af1d89b9-ecef-4cf6-bf47-5f0a576ba026,fruit_battle,2021,12,2
BR,4,7b8f52d5-1202-4e81-98fa-2363dd541230,fruit_battle,2021,12,2
DE,7,862d67df-5d4b-4d07-826e-3e938f55df0d,fruit_battle,2021,12,2
BR,4,13774b5e-e1f6-49a3-bb03-f67564d0654c,fruit_battle,2021,12,2
DE,7,3d1a26ee-60e1-49f3-81dc-9704ce13048a,fruit_battle,2021,12,2
RU,23,6a4adf44-7165-4feb-a4b5-cf938ccabbc8,fruit_battle,2021,12,2
RU,23,fa7e8a2e-9fff-4a7e-8fa1-ccef9416625c,fruit_battle,2021,12,2
DE,7,070f0fad-6555-478d-8ffa-55c87f901e3b,fruit_battle,2021,12,2
BR,4,e41992f1-e3d0-4b74-8326-e3442ec4d80b,fruit_battle,2021,12,2
RU,23,0f69c0f9-fbf0-45df-ad04-80b9887195bc,fruit_battle,2021,12,2
BR,4,e7b780fa-6548-463b-9122-0be84005db17,fruit_battle,2021,12,2
BR,4,7e4e3876-a946-475d-81f5-8849e6f6aae3,fruit_battle,2021,12,2
BR,4,eb5bf11b-ba09-4f13-b085-197abc0404f2,fruit_battle,2021,12,2
BR,4,83afd1b9-8f3e-4198-a12a-2de836355eda,fruit_battle,2021,12,2
FR,9,b14bceea-61c9-4d10-a49e-a9294bd9da99,fruit_battle,2021,12,2
RU,23,c9863c32-c230-47fe-aa8c-a12eb9cebe60,fruit_battle,2021,12,2
FR,9,ffebaf9e-a771-44d8-9a83-978af7c9bf63,fruit_battle,2021,12,2
BR,4,170c8ed8-4b1f-4229-86f4-129f27d40cc1,fruit_battle,2021,12,2
BR,4,dc33f021-1502-4128-b92c-a5ee3f59c4ef,fruit_battle,2021,12,2
FR,9,c8ec01be-69b5-439e-843b-4f2505f10f61,fruit_battle,2021,12,2
RU,23,a600d277-c528-4c8c-a81f-2acce527d300,fruit_battle,2021,12,2
RU,23,3dff3452-2f04-4a8c-b910-3d13766dc510,fruit_battle,2021,12,2
RU,23,6b32c554-43b0-4487-9dcc-d8b925d257c2,fruit_battle,2021,12,2
RU,23,e045cf0a-d1cd-4a53-b412-78e3b460a096,fruit_battle,2021,12,2
RU,23,ebb777d0-4937-4293-b344-6a855807e67a,fruit_battle,2021,12,2
US,29,154abca0-95db-430a-92a5-25b263994133,fruit_battle,2021,12,2
US,29,736996bc-02b1-49d7-9fe8-cb8204a68c9b,fruit_battle,2021,12,2
RU,23,92c28bbd-e48d-4de1-9ca1-9ecd7beb1db3,fruit_battle,2021,12,2
RU,23,6c92cfb5-993c-4b8c-b8c8-e7a137629cd5,fruit_battle,2021,12,2
RU,23,0616ca01-9d60-4364-ab98-352511ed3816,fruit_battle,2021,12,2
US,29,3192836c-f75a-4179-9665-8ae0989f6b77,fruit_battle,2021,12,10
RU,23,513cdbf1-7573-4d05-88bd-b2db3d199206,fruit_battle,2021,12,10
RU,23,334283c8-bde4-4472-b275-70d9e692d2d5,fruit_battle,2021,12,10
RU,23,e63acfad-412d-4073-9344-9b82874f1a64,fruit_battle,2021,12,10
RU,23,6d7b87c1-8678-4632-8279-6b741f04afb7,fruit_battle,2021,12,10
US,29,2995d674-1339-41d5-9323-a60d9137c69d,fruit_battle,2021,12,10
RU,23,5d30f333-d134-46ba-b30a-2720589a900f,fruit_battle,2021,12,10
RU,23,3b316326-82ae-402b-8535-c43b7977cd30,fruit_battle,2021,12,10
US,29,9a25ba87-58db-42dc-92bf-5e281d1e333c,fruit_battle,2021,12,10
US,29,668cafa5-6bb0-4140-badb-c8208419c079,fruit_battle,2021,12,10
RU,23,bf287611-3dc1-4d01-81b8-eb476af0a036,fruit_battle,2021,12,10
RU,23,da67abea-a688-483a-850f-540446140f2d,fruit_battle,2021,12,10
BR,4,62595afd-099c-407e-87d4-44b17f646170,fruit_battle,2021,12,10
RU,23,57dd7bf2-ee7c-4611-b34c-27e76587cde5,fruit_battle,2021,12,10
US,29,99e5b804-59df-4158-aa4b-215bce64d08d,fruit_battle,2021,12,10
RU,23,b2866622-94c5-465f-9e2f-1c44f9524369,fruit_battle,2021,12,10
US,29,3261f910-041f-408d-9e2e-838cccef62d1,fruit_battle,2021,12,10
RU,23,50277104-f400-4f2c-b7be-5a1a4dbc6fa5,fruit_battle,2021,12,10
BR,4,020ad396-e50a-44e6-8bb0-db2766c1b4f4,fruit_battle,2021,12,10
RU,23,5b80077d-ed65-4c88-8754-737c41feea57,fruit_battle,2021,12,10
RU,23,0690b24d-2b88-4bc9-97cf-933a1bfee049,fruit_battle,2021,12,10
FR,9,f394809a-3218-4643-8f56-5630d377be22,fruit_battle,2021,12,10
RU,23,c7588c34-87fc-4a6c-a41c-7b92b575d83c,fruit_battle,2021,12,10
RU,23,59b6c34b-315b-45db-98c3-2100ac2a3532,fruit_battle,2021,12,10
BR,4,9b86833c-32c7-4445-9235-b8bf2b74bb45,fruit_battle,2021,12,10
RU,23,b718a35e-7c6b-4aec-96cb-b300a5ebfb15,fruit_battle,2021,12,10
DE,7,6beba645-6277-4d03-9695-5fd43188631b,fruit_battle,2021,12,10
BR,4,794f1e0a-a11f-4576-b63f-052a01d8152e,fruit_battle,2021,12,10
US,29,12c1f7a2-1418-422e-bc98-919bcc921c47,fruit_battle,2021,12,10
RU,23,1998d01d-a9e0-4668-a0c9-76482d708e8a,fruit_battle,2021,12,10
BR,4,b5b6fa6d-b638-4b59-a2b5-21ff36fb0c5f,fruit_battle,2021,12,10
RU,23,62dd209c-2b2a-4d1e-8331-7622250a4e36,fruit_battle,2021,12,10
FR,9,5fa924e6-ea5c-4ed4-ae72-f95cb5ab897e,fruit_battle,2021,12,10
BR,4,f414adb1-dec1-44d5-9fc3-242495f4f98b,fruit_battle,2021,12,10
DE,7,89826a61-48c3-49e3-9494-3b3a6cc0d514,fruit_battle,2021,12,10
RU,23,42b9d418-8518-4916-add3-b80c291ae717,fruit_battle,2021,12,10
RU,23,b2f1cbfb-6941-47d6-a626-f9b6c458e654,fruit_battle,2021,12,10
RU,23,9091ca7e-52ad-467c-8bcf-c688ff9fd847,fruit_battle,2021,12,10
US,29,45b41aa3-ab7b-4327-9e33-b06e5b57aadf,fruit_battle,2021,12,10
BR,4,9f53e1b9-6410-482c-839d-5a0e61171d5f,fruit_battle,2021,12,10
RU,23,8305ab80-b22d-4140-8c4a-b86105225e2c,fruit_battle,2021,12,10
FR,9,d49f316f-0e69-4667-88d9-f1243e636309,fruit_battle,2021,12,10
DE,7,3b1a283f-89c7-4b42-b329-6a95c10bc7f2,fruit_battle,2021,12,10
GB,10,877b3abf-27a1-4f87-908a-21d95dda66bd,fruit_battle,2021,12,10
DE,7,02aa2ba3-948a-4027-aca8-4f674cd473b5,fruit_battle,2021,12,10
RU,23,4fbc9865-537c-40de-a838-917e59dee498,fruit_battle,2021,12,10
RU,23,3edac8b2-0f64-45d4-bbd6-a590457e51be,fruit_battle,2021,12,10
GB,10,61158dbd-d387-477a-81e0-e74081115d2c,fruit_battle,2021,12,10
US,29,a96e3203-fa26-42a2-ae95-baa1078f39ea,fruit_battle,2021,12,10
BR,4,dc207c56-3c36-4092-a3e1-a2c8aa01bf9f,fruit_battle,2021,12,10
RU,23,adb3812e-7e7f-4f99-8879-414d60a807a3,fruit_battle,2021,12,10
BR,4,709ea362-42c0-4be0-88be-709e8849d1f6,fruit_battle,2021,12,10
BR,4,39a50949-484a-4323-a4cb-ffe98b4d92fb,fruit_battle,2021,12,10
BR,4,fbb90f2b-1b44-4f9a-a4d6-c2f8e536b62c,fruit_battle,2021,12,10
BR,4,607a007f-19fd-40d3-9a4e-abf64c0e3283,fruit_battle,2021,12,10
RU,23,6db60069-c597-42dc-8c9d-f57df3925017,fruit_battle,2021,12,10
BR,4,901e75ac-db9c-43be-bbee-007a7d9f5d20,fruit_battle,2021,12,10
RU,23,5354d0ee-90a3-43f6-8203-55c48c1b4fb1,fruit_battle,2021,12,10
DE,7,1bb4e5cc-5ba1-4d1b-b224-cd8fbd8c3795,fruit_battle,2021,12,10
DE,7,c75fc091-efbd-4416-9cee-f429574e97c3,fruit_battle,2021,12,10
RU,23,2a9a5483-d333-4e68-844d-fd811a6ef38f,fruit_battle,2021,12,10
RU,23,856ec713-345b-4b98-8235-09a8eeb570c9,fruit_battle,2021,12,10
RU,23,69700145-50e7-4a1a-99c5-14728b7ddc0d,fruit_battle,2021,12,10
RU,23,59555a9e-2000-450f-bbcf-b3785354a0df,fruit_battle,2021,12,10
BR,4,973cc012-8889-4997-a82f-28c512ede7c3,fruit_battle,2021,12,10
RU,23,7b92614a-2e83-482d-959b-e158c2676240,fruit_battle,2021,12,2
US,29,4d048601-15f9-4362-bc3d-49ec4b4ce01e,fruit_battle,2021,12,2
RU,23,35fae571-bdd8-440f-9967-7dc0de2de631,fruit_battle,2021,12,2
GB,10,172610aa-053a-487e-902e-bc3219265976,fruit_battle,2021,12,2
US,29,0188ce4c-c252-4803-9411-f94d32f1aea2,fruit_battle,2021,12,2
FR,9,34b3fd45-9544-4107-b5f4-76fb16b3481a,fruit_battle,2021,12,2
US,29,9317c95b-3293-45ba-8718-f415812bc855,fruit_battle,2021,12,2
RU,23,834fdff4-c3f8-4ff6-bcc6-61ef32c9147b,fruit_battle,2021,12,2
RU,23,8b07d4e4-71b3-497d-a158-098c35c76866,fruit_battle,2021,12,2
BR,4,661786cf-ad44-495a-b5f1-02528459e361,fruit_battle,2021,12,2
GB,10,7e903f01-c410-4fb2-88fa-9bdc3fe2f06b,fruit_battle,2021,12,2
US,29,bbb0c378-914b-4a89-b986-8ce6dc44e721,fruit_battle,2021,12,2
BR,4,5072d8e4-70ce-4617-89c3-f6924dbb2499,fruit_battle,2021,12,2
RU,23,4059376c-5e11-45b5-bee6-cb58c4746060,fruit_battle,2021,12,2
RU,23,36d56f73-23ba-47fd-89bb-90076cca7fde,fruit_battle,2021,12,2
BR,4,8dab2751-1250-4444-a4a4-31c92ea14e62,fruit_battle,2021,12,2
BR,4,aa070c38-8751-4197-9ef1-708c86199b45,fruit_battle,2021,12,2
BR,4,0f303008-80c0-4bbd-8c02-0a2fcae72baf,fruit_battle,2021,12,2
RU,23,9fea7b0e-85c7-4f59-8a5d-f78ea092e70c,fruit_battle,2021,12,2
US,29,d21dc93d-db56-44a2-b32f-c7c54fccecc8,fruit_battle,2021,12,2
RU,23,75f8a1e8-29f4-473b-836d-f86e213b50fa,fruit_battle,2021,12,2
FR,9,bd26f0ac-e739-4a92-a26e-d09a1dd1616d,fruit_battle,2021,12,2
US,29,9f972f94-874a-43ec-8ae8-e0de9b7780ec,fruit_battle,2021,12,2
BR,4,837c50c9-50bf-4bfa-bed1-d0237a007768,fruit_battle,2021,12,2
RU,23,3be78e6b-54a3-4f05-970f-510f7624ee14,fruit_battle,2021,12,2
GB,10,0d18609b-f115-40f4-9661-9598bc559542,fruit_battle,2021,12,2
BR,4,3b7b3a1d-d008-40d5-95a6-e23974738ca5,fruit_battle,2021,12,2
BR,4,22a7e00a-6fb1-4b3e-a8f2-c8e4d252b4b0,fruit_battle,2021,12,2
GB,10,0be91dea-b602-4e1a-90fa-4f466e0faab5,fruit_battle,2021,12,2
RU,23,28bcdece-605c-419a-944e-9fb5633512fc,fruit_battle,2021,12,2
GB,10,745e540c-251a-49f3-9eb8-db02a4694436,fruit_battle,2021,12,2
US,29,b8c8e35e-d78c-48f1-b657-5a598d9d2cc2,fruit_battle,2021,12,2
BR,4,c132c932-4470-44ce-9f81-a84448346531,fruit_battle,2021,12,2
RU,23,6e23d1f9-13a5-48d0-ba4b-d3bc598bf26a,fruit_battle,2021,12,2
RU,23,1295e548-fa28-40c4-902e-0d7cbc52e9dc,fruit_battle,2021,12,2
FR,9,aad7bf75-d316-4884-9579-ab8aa3027edf,fruit_battle,2021,12,2
RU,23,0650d59d-60f8-4c81-970f-6d6b0de22903,fruit_battle,2021,12,2
BR,4,8a4a5ae8-3945-4322-85fc-df88dc1e7b9f,fruit_battle,2021,12,2
FR,9,f6ee2a81-a48a-4b32-af56-20c02c76e58d,fruit_battle,2021,12,2
US,29,836d4afe-fa0b-4269-a895-a66a580a0661,fruit_battle,2021,12,2
BR,4,0e46093f-35a1-4461-b515-a10ce4aca338,fruit_battle,2021,12,2
RU,23,3d4f46ac-03fe-4667-9f72-e8347b9bca36,fruit_battle,2021,12,2
DE,7,58041034-b1c3-49d6-b32f-a97c57c85a57,fruit_battle,2021,12,2
GB,10,47c2c058-0bc4-445a-9d17-c3e2548f3fdb,fruit_battle,2021,12,2
RU,23,7e517d88-4701-4a65-8f54-5d0a4c11e4ae,fruit_battle,2021,12,2
BR,4,1787d076-fd9a-428e-ba9f-2a487ae6cd78,fruit_battle,2021,12,2
BR,4,e9b63de9-6cd4-4498-bfe5-ca8a22a9108d,fruit_battle,2021,12,2
BR,4,1ec96f97-643b-43c9-b761-11ddc7b2e99d,fruit_battle,2021,12,2
BR,4,63db950c-8e16-40da-b80b-a3fcf0db831e,fruit_battle,2021,12,2
DE,7,8673a15b-b4c6-43fe-99f3-3f2a2b6dc196,fruit_battle,2021,12,2
BR,4,0952f774-0329-4b93-b1e5-7c2dc4ed6558,fruit_battle,2021,12,2
FR,9,091f276f-6926-42c6-9633-6aebdfda4573,fruit_battle,2021,12,2
BR,4,64dabbfc-065e-4d11-a428-6b36619c1fa4,fruit_battle,2021,12,2
FR,9,f41a10e0-2ab2-46ab-9f2a-b8b52a210eb4,fruit_battle,2021,12,2
FR,9,ec73b35e-35b7-46a6-a778-8fac02427ae9,fruit_battle,2021,12,2
US,29,92ab0a8f-3bd9-4acd-b63f-59d19594c0da,fruit_battle,2021,12,2
RU,23,213ce505-12c9-4369-a750-2e7d49530c58,fruit_battle,2021,12,2
BR,4,07c2060c-7d41-40f3-9741-4d0f269177f1,fruit_battle,2021,12,2
BR,4,1d739c00-de1e-4829-b32e-d2878d6dbbe9,fruit_battle,2021,12,2
FR,9,8a8b22b6-607a-4ccc-9031-f05d1d632fd5,fruit_battle,2021,12,2
GB,10,bdd03256-496f-42f2-b621-611899d8fb01,fruit_battle,2021,12,2
DE,7,914c6547-df90-4f72-9ef2-d050c6e28379,fruit_battle,2021,12,2
BR,4,5cf20b44-7e1f-41d4-8cef-ac04bc95a95c,fruit_battle,2021,12,2
RU,23,74775945-b109-42e8-aec5-dde5f64381bf,fruit_battle,2021,12,2
RU,23,13ab5393-56cb-47b6-a8e0-346f59d98721,fruit_battle,2021,12,2
RU,23,5b81d5c9-eb0b-4a18-8f3d-e02477dae273,fruit_battle,2021,12,2
BR,4,e33498f9-c3c1-48d6-b2f4-0abb8ef34d41,fruit_battle,2021,12,2
US,29,f5f75ec7-b660-4a4b-93e2-6fc3556d7492,fruit_battle,2021,12,2
FR,9,1ab302d4-5769-49f1-a744-cf6e31555f87,fruit_battle,2021,12,2
US,29,dd21bd82-5b84-449a-bf86-bdd25f7dba8a,fruit_battle,2021,12,2
FR,9,364a2d1e-52eb-4548-a34d-bde66f026012,fruit_battle,2021,12,2
BR,4,1a26c494-217e-420a-8c6e-426d433a2afc,fruit_battle,2021,12,2
BR,4,0631b955-1dce-492f-b24f-1aa0f4a33015,fruit_battle,2021,12,2
BR,4,92144aa1-9294-45d1-8218-4cc53b58648b,fruit_battle,2021,12,2
US,29,c2e6a90e-6264-4b7f-bbe1-ea0ebe0ac28c,fruit_battle,2021,12,2
RU,23,e29f8ff8-8061-4ab4-9050-cabf7e76940e,fruit_battle,2021,12,2
BR,4,23b15326-573e-4db4-8dfb-c05ff8b0d13b,fruit_battle,2021,12,2
RU,23,1613cf08-c63e-4cad-8e2d-6a0a0794b521,fruit_battle,2021,12,2
DE,7,1ecfe553-bbb3-41f9-8354-0b198d0d525d,fruit_battle,2021,12,2
BR,4,4229b3ba-c2e3-46eb-adb7-40355907ea4e,fruit_battle,2021,12,2
RU,23,3ecc1adc-7dba-4a02-90c0-43cdfe1ed855,fruit_battle,2021,12,2
RU,23,0be854b3-b7af-4916-9d13-87fd8a974300,fruit_battle,2021,12,2
GB,10,2823532d-543f-4053-af61-a25fca1a078c,fruit_battle,2021,12,2
FR,9,969124dc-18ea-4f16-857d-2b310d3bb0c2,fruit_battle,2021,12,2
DE,7,7f57d5ac-6baf-411c-bdfc-bdf678ae5e8e,fruit_battle,2021,12,2
RU,23,db949a10-8b2b-4ee9-85d3-3a40c7b6be02,fruit_battle,2021,12,2
RU,23,9ef72c1a-d849-4131-980e-e511e23ab6a8,fruit_battle,2021,12,2
DE,7,20c05075-a08d-46e6-bc14-579cfd33e395,fruit_battle,2021,12,2
RU,23,79ed33ef-43ff-4834-a1a3-f8bd2cd9a42a,fruit_battle,2021,12,2
RU,23,87393afd-0fda-47c6-ad11-e7aeaca2e81a,fruit_battle,2021,12,2
RU,23,b3c34838-ac0a-40ad-a75f-7d9dd6f0c159,fruit_battle,2021,12,2
RU,23,50efc87c-5c11-4542-aa68-3b8e8537fbf5,fruit_battle,2021,12,2
RU,23,41f42e47-1a2e-42ae-b56b-4bcf76816171,fruit_battle,2021,12,2
BR,4,db208278-9b66-4563-a989-fa5754c6dd97,fruit_battle,2021,12,2
RU,23,7c2bc7ed-55ee-49cb-9814-b8adc8c2a770,fruit_battle,2021,12,2
RU,23,82df06e7-b082-43e1-8306-1f8b3738204b,fruit_battle,2021,12,2
DE,7,ba31b75b-cebf-409f-8d0b-c794897130e3,fruit_battle,2021,12,2
BR,4,c694556d-fa81-42f9-8168-9bfe88ff955e,fruit_battle,2021,12,2
BR,4,5cb14c11-8ca8-41cd-901d-ed25c79dad7d,fruit_battle,2021,12,2
BR,4,472f6c61-24ef-48ef-9318-565332c85070,fruit_battle,2021,12,2
BR,4,3b7d9e00-4f3e-40e1-b0c6-7e22a262267d,fruit_battle,2021,12,2
RU,23,cd0b2ba0-d402-4e32-8c74-e1addf367e79,fruit_battle,2021,12,2
RU,23,ff404bdf-8ecf-4c4c-ae4f-39031b41c808,fruit_battle,2021,12,2
BR,4,5554b8ac-3b5a-45c3-be5f-75c077583c9a,fruit_battle,2021,12,2
RU,23,f7b7c890-64dd-493f-9ee6-a071229c1c42,fruit_battle,2021,12,2
DE,7,3585e1ce-69ab-4f35-9264-8ce7f2315042,fruit_battle,2021,12,2
RU,23,eea58b88-1ade-42b9-8d7c-50cc545ae692,fruit_battle,2021,12,2
RU,23,6080eca0-f5f2-4a24-936e-0325a5b4d45b,fruit_battle,2021,12,2
US,29,05e19401-d409-4d77-89a2-de0905cf99b0,fruit_battle,2021,12,2
RU,23,1919c914-89cc-4a45-a0ff-85e500340050,fruit_battle,2021,12,2
RU,23,a1c7b5f5-1702-4536-b0d5-ed51f24008cb,fruit_battle,2021,12,2
RU,23,8f1604a6-c612-4036-9d53-4d9ad1656bc2,fruit_battle,2021,12,2
RU,23,568ff2f3-ca93-4d56-a861-75526b3adeac,fruit_battle,2021,12,2
BR,4,0ab87dd6-8909-40c8-a526-fd07643bd9c6,fruit_battle,2021,12,2
RU,23,4360653c-39c9-4e3d-b2dc-058fde8edcfd,fruit_battle,2021,12,2
BR,4,6b418614-47ed-4dc8-9e90-0a31e0ffe615,fruit_battle,2021,12,2
DE,7,b318de41-4596-49bf-848e-999e7cd06781,fruit_battle,2021,12,2
BR,4,1946b9ff-5cf6-446a-afdb-6d66faa897d3,fruit_battle,2021,12,2
